titulo,tematica,categoria,fecha,publico,"foto",lugar,localidad,idProvincia,provincia,calle,link
Ciclo Cine Clásico 1,Cine o audiovisual,Cine,30/01/2024,Adultos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/592/998/web,1.jpg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Segovia,Segovia,40,Segovia,C/ Los Procuradores de la Tierra,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284347869361/Evento/1285344500495/Comunicacion
Ciclo Cine Clásico 1,Cine o audiovisual,Cine,09/01/2024,Adultos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/592/998/web,1.jpg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Segovia,Segovia,40,Segovia,C/ Los Procuradores de la Tierra,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284347869361/Evento/1285344500495/Comunicacion
CENTRO CULTURAL MIGUEL DELIBES (Valladolid). CICLO DE RECITALES Y MÚSICA DE CÁMARA 2023/24. RECITAL 4: CUARTETO CASALS,Concierto,Conciertos,09/01/2024,Todos los públicos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/972/224/Exposici%C3%B3n%20Arts%20Books.%20Espacios%20para%20la%20creaci%C3%B3n%20y%20el%20pensamiento,0.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Centro Cultural Miguel Delibes,Valladolid,47,Valladolid,Avda. del Real Valladolid,http://www.fundacionsiglo.es/web/jcyl/FundacionSiglo/es/Plantilla100Detalle/1284235399249/Evento/1285346456176/Comunicacion
Bebés de cuento: ¡Que bien cuando me cuentan! 'Relatos para disfrutar',Taller,Otros,12/01/2024,Público infantil,"https://datosabiertos.jcyl.es/web/jcyl/binarios/152/252/BEB%C3%89S%20WEB,4.png?blobheader=image%2Fgif&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Segovia,Segovia,40,Segovia,C/ Los Procuradores de la Tierra,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284347869361/Evento/1285345128111/Comunicacion
Bebés de cuento: Stories and songs,Taller,Otros,20/01/2024,Público infantil,"https://datosabiertos.jcyl.es/web/jcyl/binarios/152/252/BEB%C3%89S%20WEB,6.png?blobheader=image%2Fgif&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Segovia,Segovia,40,Segovia,C/ Los Procuradores de la Tierra,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284347869361/Evento/1285347705560/Comunicacion
Bebés de cuento. María Fraile 'En la granja',Teatro títeres monólogo,Espectáculos,19/01/2024,Público infantil,"https://datosabiertos.jcyl.es/web/jcyl/binarios/220/876/BEB%C3%89S%20WEB,1.png?blobheader=image%2Fgif&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Segovia,Segovia,40,Segovia,C/ Los Procuradores de la Tierra,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284347869361/Evento/1285345179451/Comunicacion
?Activa tu mente en English? con Sofia Ringressi,Taller,Otros,12/01/2024,Adultos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/153/112/CARTEL%20Taller%20Sofia%20adultos%2012-2023.png?blobheader=image%2Fgif&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Burgos,Burgos,9,Burgos,Plaza San Juan,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284353929655/Evento/1285338190626/Comunicacion
'XLV Muestra de Teatro Independiente del IES Andrés Laguna de Segovia',Teatro títeres monólogo,Espectáculos,10/10/2023,Todos los públicos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/181/629/XLV%20MUESTRA%20DE%20TEATRO%20INDEPENDIENTE,0.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Teatro IES Andrés Laguna,Segovia,40,Segovia,Paseo del Conde de Sepúlveda 18,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaCastillaYLeon/es/Plantilla100Detalle/1284316773345/Evento/1285340834443/Comunicacion
'Taller musical para bebés' con El Arca de Mozart,Cuentacuentos,Libros y Lectura,15/01/2024,Público infantil,"https://datosabiertos.jcyl.es/web/jcyl/binarios/490/522/Taller%20beb%C3%A9s%2001-2024.png?blobheader=image%2Fgif&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Burgos,Burgos,9,Burgos,Plaza San Juan,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284353929655/Evento/1285347534807/Comunicacion
'Taller musical infantil' con El Arca de Mozart,Cuentacuentos,Libros y Lectura,15/01/2024,Público infantil,"https://datosabiertos.jcyl.es/web/jcyl/binarios/490/522/Taller%20beb%C3%A9s%2001-2024.png?blobheader=image%2Fgif&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Burgos,Burgos,9,Burgos,Plaza San Juan,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284353929655/Evento/1285347544053/Comunicacion
'Retorno a Celama' (TEATRO CORSARIO),Teatro títeres monólogo,Espectáculos,13/01/2024,Adultos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/1009/179/Retorno%20a%20Celama,0.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Cine Arenas (Montemayor de Pililla),Montemayor de Pililla,47,Valladolid,C/ Humildad,https://cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/Evento/1285348019053/Comunicacion
'Love. Viaje Sonoro a través del amor' (JOSE LUIS GUTIERREZ),Concierto,Conciertos,17/01/2024,Adultos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/25/1021/LOVE.%20VIAJE%20SONORO%20A%20TRAV%C3%89S%20DEL%20AMOR,2.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Teatro Corral de la Anuncia (Urones de Castroponce),Urones de Castroponce,47,Valladolid,Plaza de Santa María,https://cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/Evento/1285348034935/Comunicacion
'Los cachivaches de Don Baldomero' (KAMARU TEATRO),Teatro títeres monólogo,Espectáculos,16/01/2024,Público familiar,"https://datosabiertos.jcyl.es/web/jcyl/binarios/281/575/LOS%20CACHIVACHES%20DE%20DON%20BALDOMERO,12.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Teatro Municipal Benevivere (Bembibre),León,24,León,Sin Dirección,https://cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/Evento/1285348042835/Comunicacion
'La gran revolución del piojo Ramón' con Saltatium Teatro,Cuentacuentos,Libros y Lectura,13/01/2024,Público infantil,"https://datosabiertos.jcyl.es/web/jcyl/binarios/463/456/San%20Lesmes%20Ronco%20teatro%20200x200.png?blobheader=image%2Fgif&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Burgos,Burgos,9,Burgos,Plaza San Juan,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284353929655/Evento/1285346525093/Comunicacion
'Fernando Egozcue ensamble' (FERNANDO EGOZCUE),Concierto,Conciertos,20/01/2024,Adultos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/378/635/Fernando%20Egozcue%20quinteto,4.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Portillo,Portillo,47,Valladolid,,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaCastillaYLeon/es/Plantilla100Detalle/1284316773345/Evento/1285340834443/Comunicacion
'El viajero' (MERLIN SIGLO 21),Magia,Espectáculos,19/01/2024,Público familiar,"https://datosabiertos.jcyl.es/web/jcyl/binarios/478/699/Merl%C3%ADn%20siglo%2021,0.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Teatro Corral de la Anuncia (Urones de Castroponce),Urones de Castroponce,47,Valladolid,Plaza de Santa María,https://cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/Evento/1285348065032/Comunicacion
'El sillón mágico' (PANDORA ANIMACIÓN),Teatro títeres monólogo,Espectáculos,15/01/2024,Público familiar,"https://datosabiertos.jcyl.es/web/jcyl/binarios/766/81/El%20sill%C3%B3n%20m%C3%A1gico,0.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Edificio Sociocultural Enrique de Sena (Santa Marta de Tormes),Santa Marta de Tormes,37,Salamanca,C/ La Luz,https://cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/Evento/1285348020705/Comunicacion
'El latido de África se llama mujer',Exposición,Exposiciones,23/11/2023,Todos los públicos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/205/878/%C3%81frica%20mujer,0.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Palacio de Santa Cruz (Valladolid),Valladolid,47,Valladolid,Plaza de Santa Cruz,https://cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/Evento/1285336464195/Comunicacion
'El espiritismo del XIX al XXI: más allá de la ouija',Conferencia,Conferencias y Cursos,26/01/2024,Adultos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/491/994/Espiritismo%202.bmp?blobheader=application%2Foctet-stream&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca de Castilla y León,Valladolid,47,Valladolid,Plaza de la Trinidad,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaCastillaYLeon/es/Plantilla100Detalle/1284316773345/Evento/1285344058271/Comunicacion
'Cuento musical participativo' con El Arca de Mozart,Cuentacuentos,Libros y Lectura,16/01/2024,Público infantil,"https://datosabiertos.jcyl.es/web/jcyl/binarios/376/813/Dientitos%20conegrino%20200x200.png?blobheader=image%2Fgif&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Burgos,Burgos,9,Burgos,Plaza San Juan,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284353929655/Evento/1285348027165/Comunicacion
'Cosas que pasaron por aquí' con Ronco Teatro,Teatro títeres monólogo,Espectáculos,12/01/2024,Público infantil,"https://datosabiertos.jcyl.es/web/jcyl/binarios/463/456/San%20Lesmes%20Ronco%20teatro%20200x200.png?blobheader=image%2Fgif&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Biblioteca Pública de Burgos,Burgos,9,Burgos,Plaza San Juan,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284353929655/Evento/1285346470182/Comunicacion
'Cielos de Castilla' CESC FARRÉ,Exposición,Exposiciones,15/12/2023,Adultos,"https://datosabiertos.jcyl.es/web/jcyl/binarios/719/832/Cielos%20de%20Castilla,0.jpeg?blobheader=image%2Fjpeg&amp,blobheadername1=Cache-Control&amp,blobheadername2=Expires&amp,blobheadername3=Site&amp,blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp,blobheadervalue2=0&amp,blobnocache=true",Salamanca,Salamanca,37,Salamanca,C/ La Luz,https://bibliotecas.jcyl.es/web/jcyl/BibliotecaCastillaYLeon/es/Plantilla100Detalle/1284316773345/Evento/1285340834443/Comunicacion
